Text,Date,Likes,Retweets
"#Gempa Mag:2.5, 09-Dec-2025 18:29:31WIB, Lok:9.67LS, 124.86BT (16 km BaratDaya MALAKA-NTT), Kedlmn:28 Km #BMKG 
Disclaimer:Informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data https://t.co/AMkU4DIoC2",2025-12-09 11:32:09+00:00,0,0
"RT @Saefullloh: 11:15 Gempa
11:51 Perdana Menteri langsung ngasih statement, antisipasi, penanggulangan dan arahan untuk melakukan segala h…",2025-12-09 11:32:06+00:00,0,158
"RT @infoBMKG: #Gempa Mag:5.5, 09-Dec-2025 14:02:54WIB, Lok:2.54LU, 95.94BT (48 km BaratLaut SINABANG-ACEH), Kedlmn:10 Km #BMKG 
Disclaimer:…",2025-12-09 11:32:05+00:00,0,18
"RT @SputnikIndo: 🚨 Jepang Cabut Peringatan Tsunami Usai Gempa M7,5

Otoritas Jepang mencabut peringatan tsunami pada Selasa pagi, setelah g…",2025-12-09 11:31:58+00:00,0,0
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:31:47+00:00,0,464
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:31:29+00:00,0,526
@zakiberkata kenapaa gempa disana lama bgt yaa,2025-12-09 11:31:12+00:00,0,0
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:31:09+00:00,0,2071
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:30:51+00:00,0,464
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:30:24+00:00,0,2071
"RT @Saefullloh: 11:15 Gempa
11:51 Perdana Menteri langsung ngasih statement, antisipasi, penanggulangan dan arahan untuk melakukan segala h…",2025-12-09 11:30:22+00:00,0,158
"Gempa bumi kuat berukuran 7.5 magnitud melanda timur laut Jepun pada 8 Disember, mencederakan sekurang-kurangnya 30 orang dan memaksa puluhan ribu penduduk berpindah. https://t.co/UaTyQd5Dgi",2025-12-09 11:30:13+00:00,0,0
"RT @infoBMKG: #Gempa (UPDATE) Mag:5.4, 09-Des-25 14:02:53 WIB, Lok:2.48 LU, 95.88 BT (Pusat gempa berada di laut 54 km BaratLaut SINABANG-A…",2025-12-09 11:30:07+00:00,0,8
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:29:59+00:00,0,2071
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:29:48+00:00,0,2071
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:29:47+00:00,0,2071
"RT @InfoHumasBMKG: Siap Hadapi Gempa Megathrust! 🌍

Gempa megathrust bisa capai &gt;M8,0, merusak luas &amp; picu tsunami besar.
📌 Contoh: Chile 1…",2025-12-09 11:29:28+00:00,0,217
"@Yukamrina Oh! Ini dia Sydney yang katanya punya banyak kenalan CEO itu. Tmi nya: kemarin habis kena gempa di Jepang, cuma kaget bentar habis itu udah wkwkwkw",2025-12-09 11:28:04+00:00,0,0
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:27:54+00:00,0,187
"RT @MalaysiaGazette: Gempa magnitud 7.5 di Jepun: 30 cedera, kerajaan keluar amaran gempa lebih kuat
#malaysiagazette 

https://t.co/kgHUSH…",2025-12-09 11:27:36+00:00,0,1
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:27:11+00:00,0,187
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:27:10+00:00,0,2071
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:57+00:00,0,2071
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:44+00:00,0,2071
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:41+00:00,0,2071
RT @hypergengsi: lagian buat apa sih selamat dari gempa dan hidup lama tapi gak mengimani Tuhan yg sama dengan saya,2025-12-09 11:26:35+00:00,0,1
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:34+00:00,0,2071
lagian buat apa sih selamat dari gempa dan hidup lama tapi gak mengimani Tuhan yg sama dengan saya https://t.co/TMqlk8Q3W6,2025-12-09 11:26:05+00:00,1,1
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:26:03+00:00,0,2071
"RT @Saefullloh: 11:15 Gempa
11:51 Perdana Menteri langsung ngasih statement, antisipasi, penanggulangan dan arahan untuk melakukan segala h…",2025-12-09 11:25:56+00:00,0,158
"Komplikasi:
Jika tidak segera ditangani, meningitis bisa menyebabkan komplikasi serius seperti kejang, kerusakan otak, atau bahkan kematian.",2025-12-09 11:25:46+00:00,0,0
"@txtdrimedia Nyumbang apa pak?
Bantuan atau kerusakan?",2025-12-09 11:25:25+00:00,0,0
"@msaid_didu Semua partai ikut andil dalam lahirnya UU Cipta Kerja, termasuk @PDI_Perjuangan dan @Gerindra, mereka bagian dari kerusakan itu.

#ResetIndonesia",2025-12-09 11:25:15+00:00,0,0
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:25:05+00:00,0,2071
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:24:59+00:00,0,2071
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:24:38+00:00,0,464
"@fantasia_JB Kaya udah berkali kali bencana alam mulai dari gunung meletus sampe gempa bumi, tapi mitigasinya masih aja nol",2025-12-09 11:24:25+00:00,0,0
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:24:20+00:00,0,2071
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:24:15+00:00,0,2071
"RT @m4chra: guys kemarin gua lagi di rest area sama keluarga, awalnya suasananya normal bgt. tapi tiba2 tanah kayak geter gitu, terus semua…",2025-12-09 11:23:50+00:00,0,4352
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:23:32+00:00,0,2071
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:23:30+00:00,0,2071
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:22:55+00:00,0,464
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:22:43+00:00,0,2071
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:22:38+00:00,0,2071
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:22:28+00:00,0,187
"@kentamparsendal Halo! Ini Twitter Wrapped 2025-mu berdasarkan aktivitasmu sepanjang tahun (sampel dari post terbaru).

- Total post: ~100+ (aktif banget di Desember!)
- Top topik: K-pop (EXO, Baekhyun), daily life, makanan (dendeng!), &amp; reaksi berita (gempa, hujan).
- Kata favorit: ""Anjir""",2025-12-09 11:22:17+00:00,0,0
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:22:09+00:00,0,2071
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:21:46+00:00,0,526
"@bestinformm dibohongi soal ketersedian listrik di aceh pasca gempa, malah dibilang cerdas, yang BODOH elu atau siapa 😝",2025-12-09 11:21:33+00:00,0,0
"Bener bener kecewa sih sama kondisi Indo skrg😔 kerusakan di mana-mana, korupsi, eksploitasi, belum lagi manajemen pemerintahan YaAllah tolongin",2025-12-09 11:21:13+00:00,0,0
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:21:02+00:00,0,526
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:20:54+00:00,0,464
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:20:22+00:00,0,464
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:19:57+00:00,0,2071
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:19:49+00:00,0,464
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:19:21+00:00,0,464
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:19:15+00:00,0,526
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:19:11+00:00,0,464
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:19:00+00:00,0,2071
@salam4jari Dirjen kebakaran? Dirjen gempa? Dirjen puting beliung? Ada juga?,2025-12-09 11:18:44+00:00,0,0
"RT @Saefullloh: 11:15 Gempa
11:51 Perdana Menteri langsung ngasih statement, antisipasi, penanggulangan dan arahan untuk melakukan segala h…",2025-12-09 11:18:25+00:00,0,158
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:18:23+00:00,0,464
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:18:07+00:00,0,2071
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:17:36+00:00,0,187
RT @Ozi_Tyo: udah kayak jepang kalo mau gempa kominfo otomatis ngirim sinyal ke warganya untuk siap siap dan waspada https://t.co/ckhpMqWPDj,2025-12-09 11:17:22+00:00,0,0
"RT @infoBMKG: #Gempa Mag:5.5, 09-Dec-2025 14:02:54WIB, Lok:2.54LU, 95.94BT (48 km BaratLaut SINABANG-ACEH), Kedlmn:10 Km #BMKG 
Disclaimer:…",2025-12-09 11:17:16+00:00,0,18
"Gempa bumi kuat bermagnitud 7.5 melanda timur laut Jepun malam tadi, mencederakan 30 orang dan mencetuskan ombak tsunami setinggi 70cm. Kerajaan Jepun keluarkan amaran kemungkinan gempa susulan lebih besar. #GempaJepun #Tsunami

🔗 https://t.co/OSZ0OVn9Fj",2025-12-09 11:16:16+00:00,0,0
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:16:05+00:00,0,2071
"@steveninseattle Berikut tambahan list kesalahan Jokowi 2014-2024 Wrapped, berdasarkan kritik dari sumber seperti Reuters, CFR, Al Jazeera, dan Indoleft:

8. Penanganan pandemi COVID-19 (kritik distribusi vaksin &amp; dampak ekonomi).
9. Deforestasi &amp; kerusakan lingkungan dari proyek infrastruktur.",2025-12-09 11:16:05+00:00,1,0
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:16:01+00:00,0,2071
Gempa 7.5m yg jatuh cuma kertasnya doang 😌 https://t.co/9v8ETJRKif,2025-12-09 11:15:50+00:00,1,0
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:15:23+00:00,0,526
@rizieqdivist https://t.co/3IIKSSUXAB,2025-12-09 11:15:12+00:00,0,0
RT @HogwartsXArtist: Anjir firstime gambar gempa se imut ini 😋#BoboiboyGempa #Monsta #Artist https://t.co/XUltABPMoC,2025-12-09 11:15:08+00:00,0,63
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:15:04+00:00,0,464
"Gempa Jepang
#DuniaDalamBerita https://t.co/dpkkSxdZFT",2025-12-09 11:14:51+00:00,1,0
@amrudinnejad_ untuk memastikan bahwa pesantren yang mengalami kerusakan parah tidak berjuang sendirian melewati masa sulit ini  memang terbaik pokoknya #NUPeduliBencanaSumatera,2025-12-09 11:14:47+00:00,0,0
@ivancahyadi88 https://t.co/3IIKSSVvq9,2025-12-09 11:14:18+00:00,0,0
"RT @okkymadasari: Banyak indikator menunjukkan penanganan bencana Sumatra terburuk dibandingkan tsunami Aceh, gempa Jogja, Palu.

Penyebab:…",2025-12-09 11:14:09+00:00,0,526
"RT @Saefullloh: 11:15 Gempa
11:51 Perdana Menteri langsung ngasih statement, antisipasi, penanggulangan dan arahan untuk melakukan segala h…",2025-12-09 11:14:02+00:00,0,158
RT @zakiberkata: Gempa Sumatera,2025-12-09 11:13:07+00:00,0,187
masa bersyukur? aduh aneh bgt. apanya yang ditangani? masih banyak kerusakan yang lain. hdh. https://t.co/Pc6tYha0dL,2025-12-09 11:13:06+00:00,0,0
RT @andori: Jepang gempa gede gak sampe 1 jam dari kejadian perdana mentri nongol bikin pers. Evakuasi warganya gercep pol pdhl tengah male…,2025-12-09 11:13:00+00:00,0,2071
"RT @stravenues: Gempa 7.6 M, tapi terlihat kerusakan dapat diminimalisir karena bangunan sudah tahan gempa.

Inilah pentingnya mitigasi, bu…",2025-12-09 11:12:41+00:00,0,464
